phrase,diacritics_phrase
niciodată decât fn măsura în care ea oferea despărțirii lor riscul de a fi veșnică.,niciodata decat fn masura in care ea oferea despartirii lor riscul de a fi vesnica.
"Ei aduceau astfel, chiar în sânul epidemiei, o abatere salvatoare a atenției, pe","Ei aduceau astfel, chiar in sanul epidemiei, o abatere salvatoare a atentiei, pe"
"care erai tentat s-o iei drept sânge rece. Deznădejdea îi salvă de panică,","care erai tentat s-o iei drept sange rece. Deznadejdea ii salva de panica,"
"nefericirea lor avea în ea ceva bun. De pildă, dacă se întâmplă ca unul dintre ei","nefericirea lor avea in ea ceva bun. De pilda, daca se intampla ca unul dintre ei"
"să fie doborât de boală, asta se petrecea aproape totdeauna fără ca el să-și fi putut","sa fie doborat de boala, asta se petrecea aproape totdeauna fara ca el sa-si fi putut"
da seama ce i se întâmplă. Smuls din această lungă conversație interioară pe care,da seama ce i se intampla. Smuls din aceasta lunga conversatie interioara pe care
"o susținea cu o umbră, el era atunci aruncat fără tranziție în tăcerea cea mai","o sustinea cu o umbra, el era atunci aruncat fara tranzitie in tacerea cea mai"
adâncă a pământului. Nu avusese timp pentru nimic.,adanca a pamantului. Nu avusese timp pentru nimic.
"În timp ce concetățenii noștri încercau să se împace cu acest neașteptat exil,","In timp ce concetatenii nostri incercau sa se impace cu acest neasteptat exil,"
ciumă punea paznici la porțile orașului și schimbă direcția vapoarelor care erau,ciuma punea paznici la portile orasului si schimba directia vapoarelor care erau
în drum spre Oran. De la închiderea porților nici un vehicol nu intrase în oraș.,in drum spre Oran. De la inchiderea portilor nici un vehicol nu intrase in oras.
"Începând din această zi, toți au avut impresia că automobilele fncepuseră să se","Incepand din aceasta zi, toti au avut impresia ca automobilele fncepusera sa se"
"învârtească într-un cerc. Portul oferea și el, pentru cei care îl priveau de la","invarteasca intr-un cerc. Portul oferea si el, pentru cei care il priveau de la"
"înălțimea bulevardelor, o înfățișare ciudată. Obignuita animație care făcea din el","inaltimea bulevardelor, o infatisare ciudata. Obignuita animatie care facea din el"
"unul din primele porturi de pe coastă, se stinsese brusc. Câteva vase menținute în","unul din primele porturi de pe coasta, se stinsese brusc. Cateva vase mentinute in"
"carantină, era tot ce se mai vedea. Dar pe cheiuri, macarale mari părăsite,","carantina, era tot ce se mai vedea. Dar pe cheiuri, macarale mari parasite,"
"vagoneții răsturnați pe o parte, grămezi singuratice de butoaie sau de saci","vagonetii rasturnati pe o parte, gramezi singuratice de butoaie sau de saci"
constituiau o dovadă că sinegotul murise de ciumă.,constituiau o dovada ca sinegotul murise de ciuma.
"În ciuda acestor priveliști ieșite din comun, concetățenilor noștri le era, pe cat","In ciuda acestor privelisti iesite din comun, concetatenilor nostri le era, pe cat"
"se pare, greu să înțeleagă ceea ce li se întâmplă. Existau sentimentele obișnuite","se pare, greu sa inteleaga ceea ce li se intampla. Existau sentimentele obisnuite"
"ca despărțirea sau frică, dar toți continuau totodată să pună pe primul plan","ca despartirea sau frica, dar toti continuau totodata sa puna pe primul plan"
preocupările personale. Nimeni încă nu acceptase în realitatea ei boală. Cei mai,preocuparile personale. Nimeni inca nu acceptase in realitatea ei boala. Cei mai
mulți erau sensibili mai ales la ceea ce le deranja saule atingea obiceiurile ori,multi erau sensibili mai ales la ceea ce le deranja saule atingea obiceiurile ori
interesele lor. Îi sâcâia sau îi irita și acestea nu sunt sentimente cu care poate fi,interesele lor. Ii sacaia sau ii irita si acestea nu sunt sentimente cu care poate fi
"înfruntată ciumă. Prima lor reacție, de pildă, a fost să învinuiască administrația.","infruntata ciuma. Prima lor reactie, de pilda, a fost sa invinuiasca administratia."
"Răspunsul prefectului față de criticile al căror ecou se făcea presa (,Nu s-ar","Raspunsul prefectului fata de criticile al caror ecou se facea presa (,Nu s-ar"
putea lua în considerație o înmuiere a măsurilor preconizate'') a fost destul de,putea lua in consideratie o inmuiere a masurilor preconizate'') a fost destul de
"neprevăzut. Până atunci, nici ziarele, nici agenția Ransdoc nu primiseră o","neprevazut. Pana atunci, nici ziarele, nici agentia Ransdoc nu primisera o"
"comunicare oficială a statisticilor bolii. Prefectul le comunică, zi de zi, agenției,","comunicare oficiala a statisticilor bolii. Prefectul le comunica, zi de zi, agentiei,"
rugând-o să le dea publicității printr-un anunț săptămânal.,rugand-o sa le dea publicitatii printr-un anunt saptamanal.
"Nici atunci, totuși, reacția publicului nu fu imediată, într-adevăr, anunțul că a","Nici atunci, totusi, reactia publicului nu fu imediata, intr-adevar, anuntul ca a"
treia săptămână de ciumanumărase trei sute doi morți nu spunea mare lucru,treia saptamana de ciumanumarase trei sute doi morti nu spunea mare lucru
"imaginației. Pe de-o parte, poate că nu muriseră toți de ciumă. i, pe de alta","imaginatiei. Pe de-o parte, poate ca nu murisera toti de ciuma. i, pe de alta"
"parte, nimeni în oray nu știa câți oameni mureau pe săptămână în vremuri","parte, nimeni in oray nu stia cati oameni mureau pe saptamana in vremuri"
obișnuite. Orașul avea două sute de mii de locuitori. Nu se știa dacă aceasta,obisnuite. Orasul avea doua sute de mii de locuitori. Nu se stia daca aceasta
proporție de decese era normală. Este exact genul de preciziuni de care oamenii,proportie de decese era normala. Este exact genul de preciziuni de care oamenii
"nu se preocupa niciodată, în ciuda interesului evident pe care ele îl prezintă.","nu se preocupa niciodata, in ciuda interesului evident pe care ele il prezinta."
"Publicului fi lipseau, într-un anume sens, termenii de comparație. i numai cu","Publicului fi lipseau, intr-un anume sens, termenii de comparatie. i numai cu"
"timpul, observând creșterea deceselor, opinia publică a căpătat conștiința","timpul, observand cresterea deceselor, opinia publica a capatat constiinta"
adevărului. A cincea săptămână dăduse într-adevăr trei sute douăzeci și unu de,adevarului. A cincea saptamana daduse intr-adevar trei sute douazeci si unu de
"morți și a găsea, trei sute patruzeci și cinci. Creșterile, cel puțin, erau elocvente.","morti si a gasea, trei sute patruzeci si cinci. Cresterile, cel putin, erau elocvente."
"Dar ele nu erau suficient de puternice pentru concetățenii noștri ca să păstreze, în","Dar ele nu erau suficient de puternice pentru concetatenii nostri ca sa pastreze, in"
"miezul neliniștii lor, impresia că era vorba de un accident fără fndoială supărător,","miezul nelinistii lor, impresia ca era vorba de un accident fara fndoiala suparator,"
dar la urma urmelor temporar.,dar la urma urmelor temporar.
Astfel continuau să circule pe străzi și să se așeze la mese pe terasele,Astfel continuau sa circule pe strazi si sa se aseze la mese pe terasele
"cafenelelor. În ansamblu, nu erau lași, schimbau între ei mai multe glume decât","cafenelelor. In ansamblu, nu erau lasi, schimbau intre ei mai multe glume decat"
tânguiri și aveau aerul că acceptă cu bună dispoziție niște inconveniente evident,tanguiri si aveau aerul ca accepta cu buna dispozitie niste inconveniente evident
"trecătoare. Aparențele erau salvate. Totuși, către sfărgitul lunii și aproximativ în","trecatoare. Aparentele erau salvate. Totusi, catre sfargitul lunii si aproximativ in"
"săptămâna de rugăciuni de care va fi vorba mai departe, transformări mai grave","saptamana de rugaciuni de care va fi vorba mai departe, transformari mai grave"
au modificat aspectul orașului nostru. Întâi de toate prefectul a luat măsuri cu,au modificat aspectul orasului nostru. Intai de toate prefectul a luat masuri cu
privire la circulația vehiculelor și la aprovizionare. Aprovizionarea a fost limitată,privire la circulatia vehiculelor si la aprovizionare. Aprovizionarea a fost limitata
și benzina raționalizată. S-au prescris chiar economii la electricitate. Numai,si benzina rationalizata. S-au prescris chiar economii la electricitate. Numai
"produsele strict necesare au mai ajuns, pe șosele și pe calea aerului, la Oran.","produsele strict necesare au mai ajuns, pe sosele si pe calea aerului, la Oran."
"Astfel, s-a văzut cum circulația scade treptat, până ce a devenit aproape","Astfel, s-a vazut cum circulatia scade treptat, pana ce a devenit aproape"
"inexistenta, s-au văzut magazine de lux fnchizându-se de la o zi la alta, altele","inexistenta, s-au vazut magazine de lux fnchizandu-se de la o zi la alta, altele"
"afișând în vitrine anunțuri de interdicție, pancarte negative, fn timp ce șiruri de","afisand in vitrine anunturi de interdictie, pancarte negative, fn timp ce siruri de"
cumpărători staționau În fața ușilor lor.,cumparatori stationau In fata usilor lor.
Oranul a luat astfel o înfățișare ciudată. Numărul de pietoni devine considerabil,Oranul a luat astfel o infatisare ciudata. Numarul de pietoni devine considerabil
"mai mare și chiar la orele puștii în mod obișnuit mulți oameni, reduși la","mai mare si chiar la orele pustii in mod obisnuit multi oameni, redusi la"
"inactivitate prin închiderea magazinelor și a unor birouri, umpleau străzile și","inactivitate prin inchiderea magazinelor si a unor birouri, umpleau strazile si"
"cafenelele. Pentru moment nu erau încă șomeri, ci în concediu. Orașul dădea","cafenelele. Pentru moment nu erau inca someri, ci in concediu. Orasul dadea"
"atunci, pe la orele trei după-amiază, de pildă și sub un cer frumos, impresia falsă","atunci, pe la orele trei dupa-amiaza, de pilda si sub un cer frumos, impresia falsa"
"a unei cetăți în sărbătoare, a cărei circulație ar fi fost oprită și magazinele închise","a unei cetati in sarbatoare, a carei circulatie ar fi fost oprita si magazinele inchise"
pentru a permite desfășurarea unei manifestări publice și ai cărui locuitori ar fi,pentru a permite desfasurarea unei manifestari publice si ai carui locuitori ar fi
invadat străzile ca să ia parte la serbari.,invadat strazile ca sa ia parte la serbari.
"Firește, cinematografele profitau de acest concediu și făceau afaceri bune. Dar","Fireste, cinematografele profitau de acest concediu si faceau afaceri bune. Dar"
rețelele pe care filmele circulauin departament erau întrerupte. După două,retelele pe care filmele circulauin departament erau intrerupte. Dupa doua
"săptămâni, cinematografele au fost obligate să-și schimbe între ele programele","saptamani, cinematografele au fost obligate sa-si schimbe intre ele programele"
"și, după câtva timp, au sfârșit prin a proiecta mereu același film. Cu toate","si, dupa catva timp, au sfarsit prin a proiecta mereu acelasi film. Cu toate"
"acestea, încasările nu se micșorau.","acestea, incasarile nu se micsorau."
"Cafenelele, fn sfârșit, datorită stocurilor considerabile acumulate într-un oraș în","Cafenelele, fn sfarsit, datorita stocurilor considerabile acumulate intr-un oras in"
"care comerțul cu vinuri și cu alcooluri deține primul loc, au putut de asemenea","care comertul cu vinuri si cu alcooluri detine primul loc, au putut de asemenea"
"să-și servească clienții. La drept vorbind, se bea mult. O cafenea afișând că","sa-si serveasca clientii. La drept vorbind, se bea mult. O cafenea afisand ca"
",vinul prob ferește de microb'' - ideea, familiară dinainte publicului, ca alcoolul",",vinul prob fereste de microb'' - ideea, familiara dinainte publicului, ca alcoolul"
"te apără de boli infecțioase, s-a fixat bine în mintea tuturor. Noapte de noapte,","te apara de boli infectioase, s-a fixat bine in mintea tuturor. Noapte de noapte,"
"cam pe la ora două, un număr destul de considerabil de bețivi dați afară din","cam pe la ora doua, un numar destul de considerabil de betivi dati afara din"
cafenele umpleau străzile cu un șuvoi de pălăvrăgeli optimiste.,cafenele umpleau strazile cu un suvoi de palavrageli optimiste.
"Dar toate aceste schimbări, într-un sens, erau atât de extraordinare și se","Dar toate aceste schimbari, intr-un sens, erau atat de extraordinare si se"
"săvârșiseră atât de repede, că nu era ușor să le considerinormale și durabile.","savarsisera atat de repede, ca nu era usor sa le considerinormale si durabile."
Rezultatul era că puneam mai departe pe primul plan sentimentele noastre,Rezultatul era ca puneam mai departe pe primul plan sentimentele noastre
personale.,personale.
"Ieșind de la spital, două zile după fnchiderea porților orașului, doctorul Rieuxl-","Iesind de la spital, doua zile dupa fnchiderea portilor orasului, doctorul Rieuxl-"
